Year,Ranking,Series,"NIPA Table 2.9, Line Number",Quantile or Summary Metric,Value
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,80-90%,0.145
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,80-90%,0.1399
2021,Equivalized Disposable Personal Income,Household interest income,27,80-90%,0.1797
2021,Equivalized Disposable Personal Income,Household dividend income,28,80-90%,0.1041
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,80-90%,0.0835
2021,Equivalized Disposable Personal Income,Government social benefits,30,80-90%,0.0819
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,80-90%,0.1439
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,80-90%,0.1106
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,80-90%,0.1869
2021,Equivalized Disposable Personal Income,Household income,22,80-90%,0.1437
2021,Equivalized Disposable Personal Income,Personal income,1,80-90%,0.1439
2021,Equivalized Disposable Personal Income,Taxes,12,80-90%,0.1518
2021,Equivalized Disposable Personal Income,Disposable personal income,13,80-90%,0.1427
2021,Equivalized Disposable Personal Income,Compensation of employees,23,90-100%,0.3222
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,90-100%,0.8347
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,90-100%,0.3027
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,90-100%,0.5861
2021,Equivalized Disposable Personal Income,Household interest income,27,90-100%,0.4375
2021,Equivalized Disposable Personal Income,Household dividend income,28,90-100%,0.7197
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,90-100%,0.0821
2021,Equivalized Disposable Personal Income,Government social benefits,30,90-100%,0.0768
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,90-100%,0.352
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,90-100%,0.1506
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,90-100%,0.3109
2021,Equivalized Disposable Personal Income,Household income,22,90-100%,0.3508
2021,Equivalized Disposable Personal Income,Personal income,1,90-100%,0.352
2021,Equivalized Disposable Personal Income,Taxes,12,90-100%,0.5617
2021,Equivalized Disposable Personal Income,Disposable personal income,13,90-100%,0.3211
2021,Equivalized Household Income,Household Income,22,Mean (Nominal),162704.08
2021,Equivalized Household Income,Household Income,22,Mean ($2017),149268.43
2021,Equivalized Household Income,Household Income,22,Median (Nominal),113576.83
2021,Equivalized Household Income,Household Income,22,Median ($2017),104197.97
2021,Equivalized Household Income,Household Income,22,0-20%,0.055
2021,Equivalized Household Income,Household Income,22,20-40%,0.1016
2021,Equivalized Household Income,Household Income,22,40-60%,0.1441
2021,Equivalized Household Income,Household Income,22,60-80%,0.2035
2021,Equivalized Household Income,Household Income,22,80-100%,0.4957
2021,Equivalized Household Income,Household Income,22,Top 1%,0.1295
2021,Equivalized Household Income,Household Income,22,Top 5%,0.2544
2021,Equivalized Household Income,Household Income,22,Bottom 5%,0.0069
2021,Equivalized Household Income,Household Income,22,Equivalied 90/10 Ratio,4.76
2021,Equivalized Household Income,Household Income,22,Equivalied 80/20 Ratio,2.72
2021,Equivalized Household Income,Household Income,22,Equivalied Gini,0.421
2021,Equivalized Personal Income,Personal income,1,Mean (Nominal),163061.99
2021,Equivalized Personal Income,Personal income,1,Mean ($2017),149596.79
2021,Equivalized Personal Income,Personal income,1,Median (Nominal),113762.36
2021,Equivalized Personal Income,Personal income,1,Median ($2017),104368.18
2021,Equivalized Personal Income,Personal income,1,0-20%,0.0549
2021,Equivalized Personal Income,Personal income,1,20-40%,0.1016
2021,Equivalized Personal Income,Personal income,1,40-60%,0.1439
2021,Equivalized Personal Income,Personal income,1,60-80%,0.2034
2021,Equivalized Personal Income,Personal income,1,80-100%,0.4961
2021,Equivalized Personal Income,Personal income,1,Top 1%,0.1301
2021,Equivalized Personal Income,Personal income,1,Top 5%,0.2552
2021,Equivalized Personal Income,Personal income,1,Bottom 5%,0.0068
2021,Equivalized Personal Income,Personal income,1,Equivalied 90/10 Ratio,4.77
2021,Equivalized Personal Income,Personal income,1,Equivalied 80/20 Ratio,2.72
2021,Equivalized Personal Income,Personal income,1,Equivalied Gini,0.422
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Mean (Nominal),142166.6
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Mean ($2017),130426.88
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Median (Nominal),106000.01
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Median ($2017),97246.83
2021,Equivalized Disposable Personal Income,Disposable personal income,13,0-20%,0.0611
2021,Equivalized Disposable Personal Income,Disposable personal income,13,20-40%,0.111
2021,Equivalized Disposable Personal Income,Disposable personal income,13,40-60%,0.1541
2021,Equivalized Disposable Personal Income,Disposable personal income,13,60-80%,0.2099
2021,Equivalized Disposable Personal Income,Disposable personal income,13,80-100%,0.4639
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Top 1%,0.1123
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Top 5%,0.2273
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Bottom 5%,0.0073
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied 90/10 Ratio,4.15
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied 80/20 Ratio,2.46
2021,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied Gini,0.383
2022,None,Compensation of employees,23,Total ($Billions),13439
2022,None,Proprietors' income with inventory valuation,24,Total ($Billions),1791
2022,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),868
2022,None,Household income receipts on assets,26,Total ($Billions),3367
2022,None,Household interest income,27,Total ($Billions),1604
2022,None,Household dividend income,28,Total ($Billions),1763
2022,None,Household current transfer receipts,29,Total ($Billions),4042
2022,None,Government social benefits,30,Total ($Billions),3846
2022,None,Household current transfer receipts from business (net),31,Total ($Billions),66
2022,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),130
2022,None,"Contributions for government social insurance, domestic",33,Total ($Billions),1702
2022,None,Household income,22,Total ($Billions),21806
2022,None,Personal income,1,Total ($Billions),21841
2022,None,Taxes,12,Total ($Billions),3138
2022,None,Disposable personal income,13,Total ($Billions),18702
2022,None,Compensation of employees,23,Total ($Billions),13439
2022,None,Proprietors' income with inventory valuation,24,Total ($Billions),1791
2022,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),868
2022,None,Household income receipts on assets,26,Total ($Billions),3367
2022,None,Household interest income,27,Total ($Billions),1604
2022,None,Household dividend income,28,Total ($Billions),1763
2022,None,Household current transfer receipts,29,Total ($Billions),4042
2022,None,Government social benefits,30,Total ($Billions),3846
2022,None,Household current transfer receipts from business (net),31,Total ($Billions),66
2022,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),130
2022,None,"Contributions for government social insurance, domestic",33,Total ($Billions),1702
2022,None,Household income,22,Total ($Billions),21806
2022,None,Personal income,1,Total ($Billions),21841
2022,None,Taxes,12,Total ($Billions),3138
2022,None,Disposable personal income,13,Total ($Billions),18702
2022,None,Unweighted Observations,N/A,Total,56839
2022,None,Weighted Observations,N/A,Total,131660912
2022,Equivalized Personal Income,Compensation of employees,23,0-10%,N/A
2022,Equivalized Personal Income,Proprietors' income with inventory valuation,24,0-10%,N/A
2022,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,0-10%,N/A
2022,Equivalized Personal Income,Household income receipts on assets,26,0-10%,N/A
2022,Equivalized Personal Income,Household interest income,27,0-10%,N/A
2022,Equivalized Personal Income,Household dividend income,28,0-10%,N/A
2022,Equivalized Personal Income,Household current transfer receipts,29,0-10%,N/A
2022,Equivalized Personal Income,Government social benefits,30,0-10%,N/A
2022,Equivalized Personal Income,Household current transfer receipts from business (net),31,0-10%,N/A
2022,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,0-10%,N/A
2022,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,0-10%,N/A
2022,Equivalized Personal Income,Household income,22,0-10%,0.0184
2022,Equivalized Personal Income,Personal income,1,0-10%,0.0176
2022,Equivalized Personal Income,Taxes,12,0-10%,N/A
2022,Equivalized Personal Income,Disposable personal income,13,0-10%,0.0203
2022,Equivalized Personal Income,Compensation of employees,23,10-20%,N/A
2022,Equivalized Personal Income,Proprietors' income with inventory valuation,24,10-20%,N/A
2022,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,10-20%,N/A
2022,Equivalized Personal Income,Household income receipts on assets,26,10-20%,N/A
2022,Equivalized Personal Income,Household interest income,27,10-20%,N/A
2022,Equivalized Personal Income,Household dividend income,28,10-20%,N/A
2022,Equivalized Personal Income,Household current transfer receipts,29,10-20%,N/A
2022,Equivalized Personal Income,Government social benefits,30,10-20%,N/A
2022,Equivalized Personal Income,Household current transfer receipts from business (net),31,10-20%,N/A
2022,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,10-20%,N/A
2022,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,10-20%,N/A
2022,Equivalized Personal Income,Household income,22,10-20%,0.0337
2022,Equivalized Personal Income,Personal income,1,10-20%,0.0335
2022,Equivalized Personal Income,Taxes,12,10-20%,N/A
2022,Equivalized Personal Income,Disposable personal income,13,10-20%,0.0381
2022,Equivalized Personal Income,Compensation of employees,23,20-30%,N/A
2022,Equivalized Personal Income,Proprietors' income with inventory valuation,24,20-30%,N/A
2022,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,N/A
2022,Equivalized Personal Income,Household income receipts on assets,26,20-30%,N/A
2022,Equivalized Personal Income,Household interest income,27,20-30%,N/A
2022,Equivalized Personal Income,Household dividend income,28,20-30%,N/A
2022,Equivalized Personal Income,Household current transfer receipts,29,20-30%,N/A
2022,Equivalized Personal Income,Government social benefits,30,20-30%,N/A
2022,Equivalized Personal Income,Household current transfer receipts from business (net),31,20-30%,N/A
2022,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,N/A
2022,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,20-30%,N/A
